Feature,Gini_Score,Purity,Rank
TAGLN2,0,1,1
SDPR,0,1,1
GPX1,0,1,1
PF4,0,1,1
PPBP,0,1,1
GNG11,0,1,1
RGS10,0,1,1
CCL5,0,1,1
SPARC,0.08333333333333337,0.9166666666666666,2
CD9,0.08333333333333337,0.9166666666666666,2
TPM4,0.08333333333333337,0.9166666666666666,2
HIST1H2AC,0.16666666666666663,0.8333333333333334,3
CLU,0.16666666666666663,0.8333333333333334,3
TUBB1,0.16666666666666663,0.8333333333333334,3
CALM3,0.16666666666666663,0.8333333333333334,3
GP9,0.25,0.75,4
MPP1,0.25,0.75,4
NCOA4,0.25,0.75,4
LAMTOR1,0.25,0.75,4
CTSA,0.25,0.75,4
CDKN2D,0.25,0.75,4
TUBA4A,0.33333333333333337,0.6666666666666666,5
RUFY1,0.33333333333333337,0.6666666666666666,5
NRGN,0.33333333333333337,0.6666666666666666,5
PRDX6,0.41666666666666663,0.5833333333333334,6
TREML1,0.41666666666666663,0.5833333333333334,6
PTCRA,0.41666666666666663,0.5833333333333334,6
CA2,0.41666666666666663,0.5833333333333334,6
TALDO1,0.41666666666666663,0.5833333333333334,6
ILK,0.41666666666666663,0.5833333333333334,6
FERMT3,0.41666666666666663,0.5833333333333334,6
RAP1B,0.41666666666666663,0.5833333333333334,6
DYNLL1,0.41666666666666663,0.5833333333333334,6
FKBP1A,0.41666666666666663,0.5833333333333334,6
MYL9,0.41666666666666663,0.5833333333333334,6
RGS18,0.5,0.5,7
CD99,0.5,0.5,7
NGFRAP1,0.5,0.5,7
PGRMC1,0.5,0.5,7
PKM,0.5,0.5,7
ITGA2B,0.5,0.5,7
GRAP2,0.5,0.5,7
H3F3A,0.5833333333333333,0.41666666666666674,8
ARF1,0.5833333333333333,0.41666666666666674,8
ODC1,0.5833333333333333,0.41666666666666674,8
NDUFAF3,0.5833333333333333,0.41666666666666674,8
HIST1H2BK,0.5833333333333333,0.41666666666666674,8
TIMP1,0.5833333333333333,0.41666666666666674,8
ASAH1,0.5833333333333333,0.41666666666666674,8
GSTO1,0.5833333333333333,0.41666666666666674,8
CMTM5,0.5833333333333333,0.41666666666666674,8
MAX,0.5833333333333333,0.41666666666666674,8
TPM1,0.5833333333333333,0.41666666666666674,8
SNN,0.5833333333333333,0.41666666666666674,8
TRAPPC1,0.5833333333333333,0.41666666666666674,8
MARCH2,0.5833333333333333,0.41666666666666674,8
LIMS1,0.6666666666666667,0.33333333333333326,9
TMEM40,0.6666666666666667,0.33333333333333326,9
WDR1,0.6666666666666667,0.33333333333333326,9
ACRBP,0.6666666666666667,0.33333333333333326,9
TSC22D1,0.6666666666666667,0.33333333333333326,9
MMD,0.6666666666666667,0.33333333333333326,9
CST3,0.6666666666666667,0.33333333333333326,9
TPST2,0.6666666666666667,0.33333333333333326,9
PARVB,0.6666666666666667,0.33333333333333326,9
MFSD1,0.75,0.25,10
PLA2G12A,0.75,0.25,10
CCND3,0.75,0.25,10
VDAC3,0.75,0.25,10
XPNPEP1,0.75,0.25,10
SVIP,0.75,0.25,10
SNAP23,0.75,0.25,10
GABARAPL2,0.75,0.25,10
WBP2,0.75,0.25,10
SPINT2,0.75,0.25,10
CAMTA1,0.8333333333333334,0.16666666666666663,11
RAB4A,0.8333333333333334,0.16666666666666663,11
SLC40A1,0.8333333333333334,0.16666666666666663,11
DAPP1,0.8333333333333334,0.16666666666666663,11
CCNG1,0.8333333333333334,0.16666666666666663,11
RAC1,0.8333333333333334,0.16666666666666663,11
CCDC85B,0.8333333333333334,0.16666666666666663,11
BIN2,0.8333333333333334,0.16666666666666663,11
CD63,0.8333333333333334,0.16666666666666663,11
ICAM2,0.8333333333333334,0.16666666666666663,11
DSTN,0.8333333333333334,0.16666666666666663,11
ISG15,0.9166666666666666,0.08333333333333337,12
MRPL20,0.9166666666666666,0.08333333333333337,12
PGD,0.9166666666666666,0.08333333333333337,12
SRM,0.9166666666666666,0.08333333333333337,12
BSDC1,0.9166666666666666,0.08333333333333337,12
RNF115,0.9166666666666666,0.08333333333333337,12
S100A9,0.9166666666666666,0.08333333333333337,12
C1orf43,0.9166666666666666,0.08333333333333337,12
YY1AP1,0.9166666666666666,0.08333333333333337,12
HDGF,0.9166666666666666,0.08333333333333337,12
MPC2,0.9166666666666666,0.08333333333333337,12
TRAF3IP3,0.9166666666666666,0.08333333333333337,12
PREB,0.9166666666666666,0.08333333333333337,12
ERLEC1,0.9166666666666666,0.08333333333333337,12
RTN4,0.9166666666666666,0.08333333333333337,12
MIR4435-1HG,0.9166666666666666,0.08333333333333337,12
MZT2A,0.9166666666666666,0.08333333333333337,12
UBE2F,0.9166666666666666,0.08333333333333337,12
EMC3,0.9166666666666666,0.08333333333333337,12
EIF1B,0.9166666666666666,0.08333333333333337,12
EXOSC7,0.9166666666666666,0.08333333333333337,12
RASSF1,0.9166666666666666,0.08333333333333337,12
MANF,0.9166666666666666,0.08333333333333337,12
CD47,0.9166666666666666,0.08333333333333337,12
U2SURP,0.9166666666666666,0.08333333333333337,12
GYG1,0.9166666666666666,0.08333333333333337,12
ATP5I,0.9166666666666666,0.08333333333333337,12
GRSF1,0.9166666666666666,0.08333333333333337,12
SPCS3,0.9166666666666666,0.08333333333333337,12
REEP5,0.9166666666666666,0.08333333333333337,12
AP3S1,0.9166666666666666,0.08333333333333337,12
CDC42SE2,0.9166666666666666,0.08333333333333337,12
MZB1,0.9166666666666666,0.08333333333333337,12
NDUFA2,0.9166666666666666,0.08333333333333337,12
PRELID1,0.9166666666666666,0.08333333333333337,12
SERPINB1,0.9166666666666666,0.08333333333333337,12
HLA-DMA,0.9166666666666666,0.08333333333333337,12
AKIRIN2,0.9166666666666666,0.08333333333333337,12
NUDT1,0.9166666666666666,0.08333333333333337,12
EIF2AK1,0.9166666666666666,0.08333333333333337,12
CBX3,0.9166666666666666,0.08333333333333337,12
WBSCR22,0.9166666666666666,0.08333333333333337,12
NDUFA5,0.9166666666666666,0.08333333333333337,12
IMPDH1,0.9166666666666666,0.08333333333333337,12
C7orf73,0.9166666666666666,0.08333333333333337,12
FASTK,0.9166666666666666,0.08333333333333337,12
IL2RG,0.9166666666666666,0.08333333333333337,12
COX7B,0.9166666666666666,0.08333333333333337,12
BTK,0.9166666666666666,0.08333333333333337,12
LYN,0.9166666666666666,0.08333333333333337,12
COMMD5,0.9166666666666666,0.08333333333333337,12
TMEM261,0.9166666666666666,0.08333333333333337,12
PTPLAD2,0.9166666666666666,0.08333333333333337,12
PHPT1,0.9166666666666666,0.08333333333333337,12
HK1,0.9166666666666666,0.08333333333333337,12
NPM3,0.9166666666666666,0.08333333333333337,12
MRPL23,0.9166666666666666,0.08333333333333337,12
CD82,0.9166666666666666,0.08333333333333337,12
TMEM109,0.9166666666666666,0.08333333333333337,12
OTUB1,0.9166666666666666,0.08333333333333337,12
RNASEH2C,0.9166666666666666,0.08333333333333337,12
GSTP1,0.9166666666666666,0.08333333333333337,12
MRPL21,0.9166666666666666,0.08333333333333337,12
THYN1,0.9166666666666666,0.08333333333333337,12
TPI1,0.9166666666666666,0.08333333333333337,12
FKBP11,0.9166666666666666,0.08333333333333337,12
TMPO,0.9166666666666666,0.08333333333333337,12
GNPTAB,0.9166666666666666,0.08333333333333337,12
HSP90B1,0.9166666666666666,0.08333333333333337,12
C12orf75,0.9166666666666666,0.08333333333333337,12
PEBP1,0.9166666666666666,0.08333333333333337,12
SEL1L,0.9166666666666666,0.08333333333333337,12
AL928768.3,0.9166666666666666,0.08333333333333337,12
KIAA0125,0.9166666666666666,0.08333333333333337,12
RTF1,0.9166666666666666,0.08333333333333337,12
CCNDBP1,0.9166666666666666,0.08333333333333337,12
ISG20,0.9166666666666666,0.08333333333333337,12
MPG,0.9166666666666666,0.08333333333333337,12
C16orf13,0.9166666666666666,0.08333333333333337,12
MSRB1,0.9166666666666666,0.08333333333333337,12
TCEB2,0.9166666666666666,0.08333333333333337,12
ARL6IP1,0.9166666666666666,0.08333333333333337,12
TUFM,0.9166666666666666,0.08333333333333337,12
FAM192A,0.9166666666666666,0.08333333333333337,12
PSMD7,0.9166666666666666,0.08333333333333337,12
C17orf59,0.9166666666666666,0.08333333333333337,12
FLII,0.9166666666666666,0.08333333333333337,12
CISD3,0.9166666666666666,0.08333333333333337,12
PSMB3,0.9166666666666666,0.08333333333333337,12
PHB,0.9166666666666666,0.08333333333333337,12
PSMC5,0.9166666666666666,0.08333333333333337,12
HN1,0.9166666666666666,0.08333333333333337,12
P4HB,0.9166666666666666,0.08333333333333337,12
CHMP1B,0.9166666666666666,0.08333333333333337,12
FAM110A,0.9166666666666666,0.08333333333333337,12
MMP24-AS1,0.9166666666666666,0.08333333333333337,12
PTBP1,0.9166666666666666,0.08333333333333337,12
POLR2E,0.9166666666666666,0.08333333333333337,12
C19orf24,0.9166666666666666,0.08333333333333337,12
TIMM13,0.9166666666666666,0.08333333333333337,12
NDUFA11,0.9166666666666666,0.08333333333333337,12
CDC37,0.9166666666666666,0.08333333333333337,12
PRKCSH,0.9166666666666666,0.08333333333333337,12
NDUFB7,0.9166666666666666,0.08333333333333337,12
JUND,0.9166666666666666,0.08333333333333337,12
RFXANK,0.9166666666666666,0.08333333333333337,12
NDUFA13,0.9166666666666666,0.08333333333333337,12
PDCD5,0.9166666666666666,0.08333333333333337,12
ZNF524,0.9166666666666666,0.08333333333333337,12
RANBP1,0.9166666666666666,0.08333333333333337,12
CHCHD10,0.9166666666666666,0.08333333333333337,12
SNRPD3,0.9166666666666666,0.08333333333333337,12
MFNG,0.9166666666666666,0.08333333333333337,12
LGALS1,0.9166666666666666,0.08333333333333337,12
XRCC6,0.9166666666666666,0.08333333333333337,12
TSPO,0.9166666666666666,0.08333333333333337,12
TYMP,0.9166666666666666,0.08333333333333337,12
PRMT2,0.9166666666666666,0.08333333333333337,12
