Feature,Gini_Score,Purity,Rank
SQRDL,0.9928057553956835,0.007194244604316502,32
HERC1,0.9928057553956835,0.007194244604316502,32
TRIP4,0.9928057553956835,0.007194244604316502,32
RAB11A,0.9928057553956835,0.007194244604316502,32
SMAD3,0.9928057553956835,0.007194244604316502,32
RPS17,0.9928057553956835,0.007194244604316502,32
DNAJA3,0.9928057553956835,0.007194244604316502,32
NUDT16L1,0.9928057553956835,0.007194244604316502,32
TXNDC11,0.9928057553956835,0.007194244604316502,32
BCKDK,0.9928057553956835,0.007194244604316502,32
KAT8,0.9928057553956835,0.007194244604316502,32
MT2A,0.9928057553956835,0.007194244604316502,32
C16orf80,0.9928057553956835,0.007194244604316502,32
TMEM208,0.9928057553956835,0.007194244604316502,32
CHTF8,0.9928057553956835,0.007194244604316502,32
IST1,0.9928057553956835,0.007194244604316502,32
CFDP1,0.9928057553956835,0.007194244604316502,32
DEF8,0.9928057553956835,0.007194244604316502,32
ARRB2,0.9928057553956835,0.007194244604316502,32
GPS2,0.9928057553956835,0.007194244604316502,32
SAT2,0.9928057553956835,0.007194244604316502,32
TMEM199,0.9928057553956835,0.007194244604316502,32
UNC119,0.9928057553956835,0.007194244604316502,32
PSMD11,0.9928057553956835,0.007194244604316502,32
ORMDL3,0.9928057553956835,0.007194244604316502,32
SNF8,0.9928057553956835,0.007194244604316502,32
TOB1,0.9928057553956835,0.007194244604316502,32
VMP1,0.9928057553956835,0.007194244604316502,32
MAP3K3,0.9928057553956835,0.007194244604316502,32
CYTH1,0.9928057553956835,0.007194244604316502,32
LGALS3BP,0.9928057553956835,0.007194244604316502,32
EIF4A3,0.9928057553956835,0.007194244604316502,32
OXLD1,0.9928057553956835,0.007194244604316502,32
STRA13,0.9928057553956835,0.007194244604316502,32
RNF138,0.9928057553956835,0.007194244604316502,32
TMX4,0.9928057553956835,0.007194244604316502,32
MKKS,0.9928057553956835,0.007194244604316502,32
DTD1,0.9928057553956835,0.007194244604316502,32
NAA20,0.9928057553956835,0.007194244604316502,32
CST3,0.9928057553956835,0.007194244604316502,32
TOP1,0.9928057553956835,0.007194244604316502,32
SRSF6,0.9928057553956835,0.007194244604316502,32
ADA,0.9928057553956835,0.007194244604316502,32
SYS1,0.9928057553956835,0.007194244604316502,32
