Feature,Gini_Score,Purity,Rank
TAGLN2,0,1,1
SDPR,0,1,1
GPX1,0,1,1
GP9,0,1,1
PF4,0,1,1
PPBP,0,1,1
SPARC,0,1,1
HIST1H2AC,0,1,1
GNG11,0,1,1
CLU,0,1,1
NCOA4,0,1,1
RGS10,0,1,1
LAMTOR1,0,1,1
CD9,0,1,1
CCL5,0,1,1
TUBB1,0,1,1
TPM4,0,1,1
PRDX6,0.16666666666666663,0.8333333333333334,2
NRGN,0.16666666666666663,0.8333333333333334,2
FKBP1A,0.16666666666666663,0.8333333333333334,2
CDKN2D,0.16666666666666663,0.8333333333333334,2
CALM3,0.16666666666666663,0.8333333333333334,2
RGS18,0.33333333333333337,0.6666666666666666,3
H3F3A,0.33333333333333337,0.6666666666666666,3
RUFY1,0.33333333333333337,0.6666666666666666,3
TREML1,0.33333333333333337,0.6666666666666666,3
MPP1,0.33333333333333337,0.6666666666666666,3
ASAH1,0.33333333333333337,0.6666666666666666,3
TALDO1,0.33333333333333337,0.6666666666666666,3
DYNLL1,0.33333333333333337,0.6666666666666666,3
PKM,0.33333333333333337,0.6666666666666666,3
TRAPPC1,0.33333333333333337,0.6666666666666666,3
ITGA2B,0.33333333333333337,0.6666666666666666,3
MYL9,0.33333333333333337,0.6666666666666666,3
CTSA,0.33333333333333337,0.6666666666666666,3
GRAP2,0.33333333333333337,0.6666666666666666,3
ODC1,0.5,0.5,4
TUBA4A,0.5,0.5,4
WDR1,0.5,0.5,4
HIST1H2BK,0.5,0.5,4
PGRMC1,0.5,0.5,4
VDAC3,0.5,0.5,4
CA2,0.5,0.5,4
ILK,0.5,0.5,4
SNN,0.5,0.5,4
WBP2,0.5,0.5,4
MARCH2,0.5,0.5,4
SPINT2,0.5,0.5,4
TMEM50A,0.6666666666666667,0.33333333333333326,5
RAB4A,0.6666666666666667,0.33333333333333326,5
NDUFAF3,0.6666666666666667,0.33333333333333326,5
MFSD1,0.6666666666666667,0.33333333333333326,5
AP2M1,0.6666666666666667,0.33333333333333326,5
PTCRA,0.6666666666666667,0.33333333333333326,5
CD99,0.6666666666666667,0.33333333333333326,5
SH3BGRL,0.6666666666666667,0.33333333333333326,5
FERMT3,0.6666666666666667,0.33333333333333326,5
TUBA1B,0.6666666666666667,0.33333333333333326,5
RAP1B,0.6666666666666667,0.33333333333333326,5
CMTM5,0.6666666666666667,0.33333333333333326,5
MAX,0.6666666666666667,0.33333333333333326,5
TPM1,0.6666666666666667,0.33333333333333326,5
GABARAPL2,0.6666666666666667,0.33333333333333326,5
MMD,0.6666666666666667,0.33333333333333326,5
CST3,0.6666666666666667,0.33333333333333326,5
PARVB,0.6666666666666667,0.33333333333333326,5
CAMTA1,0.8333333333333334,0.16666666666666663,6
PARK7,0.8333333333333334,0.16666666666666663,6
TPM3,0.8333333333333334,0.16666666666666663,6
HDGF,0.8333333333333334,0.16666666666666663,6
GUK1,0.8333333333333334,0.16666666666666663,6
ADI1,0.8333333333333334,0.16666666666666663,6
YPEL5,0.8333333333333334,0.16666666666666663,6
ERLEC1,0.8333333333333334,0.16666666666666663,6
ARL6IP5,0.8333333333333334,0.16666666666666663,6
SELT,0.8333333333333334,0.16666666666666663,6
GRSF1,0.8333333333333334,0.16666666666666663,6
PAIP2,0.8333333333333334,0.16666666666666663,6
TUBB,0.8333333333333334,0.16666666666666663,6
AMD1,0.8333333333333334,0.16666666666666663,6
STX11,0.8333333333333334,0.16666666666666663,6
EIF2AK1,0.8333333333333334,0.16666666666666663,6
RAC1,0.8333333333333334,0.16666666666666663,6
CAPZA2,0.8333333333333334,0.16666666666666663,6
MKRN1,0.8333333333333334,0.16666666666666663,6
PGK1,0.8333333333333334,0.16666666666666663,6
YWHAZ,0.8333333333333334,0.16666666666666663,6
OSTF1,0.8333333333333334,0.16666666666666663,6
SECISBP2,0.8333333333333334,0.16666666666666663,6
HK1,0.8333333333333334,0.16666666666666663,6
GSTO1,0.8333333333333334,0.16666666666666663,6
TMEM9B,0.8333333333333334,0.16666666666666663,6
SVIP,0.8333333333333334,0.16666666666666663,6
POLR2G,0.8333333333333334,0.16666666666666663,6
OTUB1,0.8333333333333334,0.16666666666666663,6
CCDC85B,0.8333333333333334,0.16666666666666663,6
BIN2,0.8333333333333334,0.16666666666666663,6
C12orf75,0.8333333333333334,0.16666666666666663,6
SNAP23,0.8333333333333334,0.16666666666666663,6
MSRB1,0.8333333333333334,0.16666666666666663,6
ARL6IP1,0.8333333333333334,0.16666666666666663,6
VKORC1,0.8333333333333334,0.16666666666666663,6
TAX1BP3,0.8333333333333334,0.16666666666666663,6
CHMP1B,0.8333333333333334,0.16666666666666663,6
MMP24-AS1,0.8333333333333334,0.16666666666666663,6
CNN2,0.8333333333333334,0.16666666666666663,6
POLR2E,0.8333333333333334,0.16666666666666663,6
STXBP2,0.8333333333333334,0.16666666666666663,6
PRMT2,0.8333333333333334,0.16666666666666663,6
